"parcel_id","state","district","land_area","land_type","land_use","number_of_owners","ownership_complexity","previous_dispute","previous_objections","land_value","estimated_compensation","environmental_risk","road_accessibility","distance_to_road","project_type","stakeholder_count","land_use_conflict","documentation_completeness","historical_acquisition_duration","acquisition_risk","acquisition_duration"
"SYN-LA-01170","Jharkhand","Bhojpur","22.15","Forest buffer","Residential","2","2","0","0","19.13","21.13","4","6","10.65","Road","10","6","6","10.9","1","14.92"
"SYN-LA-01171","Uttar Pradesh","Dhanbad","14.08","Commercial","Multi-crop","2","2","0","0","9.24","10.89","7","7","3.79","Water management","3","1","6","5.58","0","8.45"
"SYN-LA-01172","Bihar","Dhanbad","4.59","Agricultural","Multi-crop","1","2","0","0","1.22","1.43","","4","4.57","Water management","4","1","6","6.43","1","7.2"
"SYN-LA-01173","Bihar","Saran","","Agricultural","Residential","6","8","0","0","3.07","3.98","5","4","7.09","Industrial corridor","11","1","5","9.85","1","11.14"
"SYN-LA-01174","Bihar","Ranchi","16.33","Residential","","1","3","0","0","12.44","12.89","6","9","4.52","Water management","7","0","7","5.06","0","6.61"
"SYN-LA-01175","Jharkhand","Dhanbad","6.87","Industrial","Multi-crop","3","4","0","0","5.87","6.88","8","6","6.18","Industrial corridor","16","1","","9.66","1","11.12"
"SYN-LA-01176","Uttar Pradesh","Nalanda","19.14","Residential","Single-crop","6","8","0","0","13.52","","0","","4.08","Industrial corridor","","1","4","8.86","1","12.01"
"SYN-LA-01177","Uttar Pradesh","Muzaffarpur","6.25","Residential","Mixed use","7","7","0","0","4.49","4.88","3","5","11.82","Public utility","17","4","7","7.95","1","10.6"
"SYN-LA-01178","Jharkhand","Patna","8.1","Residential","Fallow","3","3","1","4","1.57","2.19","6","","8.07","Industrial corridor","14","5","10","13.64","2","20.94"
"SYN-LA-01179","Uttar Pradesh","Muzaffarpur","10.22","Forest buffer","Multi-crop","1","2","","2","6.67","7.49","3","","5.27","Public utility","13","1","10","6.6","1","9.22"
"SYN-LA-01180","Uttar Pradesh","Gaya","5.44","Industrial","Commercial","7","7","0","0","4.76","5.49","4","6","4.25","Rail","12","6","6","10.38","2","14.65"
"SYN-LA-01181","Jharkhand","Muzaffarpur","20.55","Residential","Single-crop","3","4","0","0","4.54","5.67","6","8","3.72","Public utility","20","1","6","5.76","1","7.5"
"SYN-LA-01182","","Gaya","6.13","Industrial","","4","6","0","0","2.05","2.27","1","4","11.68","Rail","18","1","6","7.47","1","8.87"
"SYN-LA-01183","Jharkhand","Begusarai","20.57","Residential","Single-crop","7","7","0","0","5.72","7.97","3","","0.23","Public utility","4","1","7","13.14","1","13.24"
"SYN-LA-01184","Uttar Pradesh","Gaya","23.72","Agricultural","Residential","4","5","1","2","20.65","21.43","6","4","5.13","Public utility","12","3","7","8.19","2","11.57"
"SYN-LA-01185","Uttar Pradesh","Nalanda","18.76","Residential","Mixed use","2","1","1","","15.53","18.04","4","4","0.35","Public utility","7","1","8","10.33","1","14.8"
"SYN-LA-01186","Uttar Pradesh","Bhojpur","20.13","Industrial","Multi-crop","3","4","0","1","8.69","11.51","7","5","7.45","Water management","5","3","8","7.33","1","10.42"
"SYN-LA-01187","Bihar","Ranchi","12.24","Agricultural","Single-crop","6","6","0","0","10.47","13.07","0","9","4.35","Industrial corridor","7","4","4","12","1","16.27"
"SYN-LA-01188","Bihar","Bhojpur","23.88","Forest buffer","Commercial","5","6","0","1","10.68","12.33","5","8","2.94","Industrial corridor","17","","6","9.47","1","11.43"
"SYN-LA-01189","Uttar Pradesh","Dhanbad","","Industrial","Residential","1","2","0","0","0.8","0.94","1","8","5.14","Public utility","3","3","5","4.92","0","7.05"
"SYN-LA-01190","Uttar Pradesh","Patna","24.15","Commercial","Commercial","3","","0","0","18.56","","2","8","10.98","Industrial corridor","2","3","5","","1","11.19"
"SYN-LA-01191","Bihar","Saran","20.53","Commercial","Fallow","3","5","0","0","17.53","23.22","6","8","","Water management","14","3","5","5.01","1","8.82"
"SYN-LA-01192","Uttar Pradesh","Purnia","4.84","Forest buffer","Mixed use","1","2","0","0","1.03","1.33","3","7","9.96","Road","3","4","7","10.45","1","12.59"
"","Bihar","Saran","18.8","Industrial","Mixed use","8","10","1","2","9.42","12.16","1","7","4.95","Industrial corridor","12","2","5","12.24","2","18.52"
"SYN-LA-01194","Jharkhand","Purnia","0.89","Commercial","Residential","3","5","1","0","0.37","0.47","","6","","Industrial corridor","18","5","6","7.86","2","13.55"
"SYN-LA-01195","Uttar Pradesh","Dhanbad","3.02","Commercial","Residential","4","6","0","0","1.56","2.12","2","7","4.4","Rail","10","5","5","12.52","1","16.88"
"SYN-LA-01196","Uttar Pradesh","Bhagalpur","8.43","Residential","","3","2","0","0","4.83","6.21","5","7","10.18","Water management","9","1","8","6.94","1","7.76"
"SYN-LA-01197","Uttar Pradesh","Nalanda","4.76","Commercial","Multi-crop","3","5","0","0","3.96","4.84","6","3","6.06","Industrial corridor","9","5","6","5.79","1","7.99"
"SYN-LA-01198","Jharkhand","Vaishali","17.28","Commercial","Mixed use","","3","0","0","13.5","15.93","2","7","1.78","Public utility","","1","10","9.4","0","8.4"
"SYN-LA-01199","Uttar Pradesh","Muzaffarpur","","Commercial","Fallow","6","5","0","1","6.29","7.82","6","8","10.25","Rail","16","3","8","14.32","2","16.59"
"SYN-LA-01200","Bihar","Muzaffarpur","22.29","Forest buffer","Multi-crop","3","5","0","0","8.76","11.18","6","6","2.97","Water management","20","3","6","8.39","1","11.89"
"","Jharkhand","Muzaffarpur","14.7","Forest buffer","Single-crop","5","5","0","1","7.18","9.89","6","8","8.14","Public utility","5","0","5","11.64","1","13.99"
"SYN-LA-01202","Bihar","Nalanda","21.65","Commercial","Mixed use","3","3","","0","5.16","6.27","8","9","0.62","Road","14","3","","8.47","1","9.81"
"SYN-LA-01203","Jharkhand","Patna","6.56","Agricultural","","5","6","0","0","1.69","1.92","3","4","9.99","Industrial corridor","7","1","6","12.23","1","12.76"
"SYN-LA-01204","Jharkhand","Gaya","","Residential","Mixed use","5","7","0","0","5.82","7.32","2","","2.36","","15","1","","12.23","1","14.18"
"SYN-LA-01205","Uttar Pradesh","Nalanda","20.88","Agricultural","Mixed use","6","8","1","0","8.96","9.56","4","5","10.97","Rail","9","1","6","10.93","2","14.97"
"","Jharkhand","Nalanda","2.78","Residential","Fallow","7","9","0","0","0.63","0.68","2","","10.66","Rail","2","4","8","14.11","1","16.22"
"SYN-LA-01207","Uttar Pradesh","Dhanbad","","Commercial","Commercial","3","4","0","","3.19","3.91","7","8","0.33","Rail","9","6","7","8.2","1","10.63"
"SYN-LA-01208","Uttar Pradesh","Patna","13.68","Forest buffer","Fallow","5","7","0","1","8","10.22","3","7","6.15","Water management","10","","8","7.16","1","9.37"
"SYN-LA-01209","Uttar Pradesh","Vaishali","2.44","Commercial","","4","3","0","0","0.5","0.63","4","9","7.59","Rail","5","1","8","11.12","1","12.05"
"SYN-LA-01210","Jharkhand","Vaishali","19.44","","Fallow","7","7","0","0","15.73","","6","4","9.68","Rail","16","3","3","13.67","3","15.73"
"SYN-LA-01211","Jharkhand","Purnia","16.93","Residential","Single-crop","1","1","0","0","10.09","12.58","6","7","8.3","Rail","16","4","8","8.49","1","10.23"
"SYN-LA-01212","Uttar Pradesh","Ranchi","23.15","Commercial","Multi-crop","5","5","0","0","","12.04","0","4","0.55","Industrial corridor","6","1","6","8.84","0","10.02"
"SYN-LA-01213","Bihar","Gaya","18.21","Residential","Fallow","4","6","0","0","14.54","18.52","8","","4.54","Public utility","10","5","6","9.88","2","14.08"
"SYN-LA-01214","Bihar","Bhojpur","2.71","Industrial","Commercial","5","7","0","0","2.19","2.91","9","6","7.35","Water management","","2","7","9.51","1","11.12"
"SYN-LA-01215","Jharkhand","Ranchi","9.03","Industrial","Single-crop","2","4","0","0","6.76","6.93","1","7","4.39","Road","16","1","10","9.55","0","9.33"
"SYN-LA-01216","Jharkhand","Begusarai","19.61","Commercial","Single-crop","","8","0","0","15.87","17.71","1","8","8.61","Road","9","2","4","13.08","1","15.94"
"SYN-LA-01217","Bihar","Muzaffarpur","9.26","Forest buffer","Commercial","5","5","0","0","4.25","","4","1","4.89","Public utility","12","0","6","13.67","1","14.77"
"SYN-LA-01218","Uttar Pradesh","Patna","13.47","","Single-crop","3","4","0","1","6.12","7.14","6","8","9.08","Industrial corridor","20","3","8","10.51","1","11.74"
"SYN-LA-01219","Jharkhand","Patna","13.42","Agricultural","Mixed use","2","1","0","1","2.47","2.61","2","","11.38","Water management","10","5","9","","1","10.27"
"SYN-LA-01220","Uttar Pradesh","Saran","13.51","Commercial","Mixed use","3","3","0","0","5.88","7.64","3","9","1.92","Rail","6","2","10","6.34","0","6.87"
"SYN-LA-01221","Jharkhand","Ranchi","3.04","Forest buffer","Commercial","8","8","0","","2.14","2.34","9","7","0.77","Water management","3","2","8","11.76","1","12.29"
"SYN-LA-01222","Uttar Pradesh","Muzaffarpur","22.21","Industrial","Commercial","3","3","1","1","7.52","7.91","8","4","4.43","Road","","4","7","8.08","2","11.04"
"SYN-LA-01223","Uttar Pradesh","Bhojpur","22.03","Commercial","Fallow","2","2","0","1","18.94","23.35","3","8","7.25","Industrial corridor","19","3","10","6.71","1","9.25"
"SYN-LA-01224","Bihar","Saran","5.12","Commercial","Single-crop","4","4","1","1","3.09","","3","3","2.02","Public utility","13","2","8","6.2","1","8.71"
"SYN-LA-01225","Uttar Pradesh","Patna","17.64","Agricultural","Residential","8","","0","0","10.91","12.82","1","8","1.05","Public utility","10","3","4","11.71","1","13.59"
"SYN-LA-01226","Bihar","Ranchi","2.63","","","1","1","0","","1.34","1.48","0","4","8.17","Road","16","1","5","12.13","1","15.54"
"SYN-LA-01227","Bihar","Patna","13.58","Agricultural","","1","1","0","0","9.9","11","6","3","3.06","Water management","18","3","7","9.87","1","12.63"
"SYN-LA-01228","Jharkhand","Nalanda","5.06","Commercial","Single-crop","7","8","0","0","3.47","3.68","2","9","5","Public utility","7","1","4","9.79","1","10.71"
"SYN-LA-01229","Bihar","Nalanda","11.48","Residential","Single-crop","3","3","0","1","5.18","5.94","1","8","","Rail","10","0","7","12.65","0","15.16"
"SYN-LA-01230","Uttar Pradesh","Bhojpur","23.3","Forest buffer","Multi-crop","4","5","0","0","4.74","","3","2","4.74","Public utility","10","1","8","7.62","1","8.91"
"SYN-LA-01231","Uttar Pradesh","Muzaffarpur","23.28","Forest buffer","","","8","0","0","10.82","12.15","8","5","8.32","Public utility","13","1","3","11.95","2","13.95"
"SYN-LA-01232","Bihar","Gaya","3.18","","Residential","4","3","0","0","2.22","2.34","6","7","1.67","Rail","15","4","8","13.1","1","16.39"
"SYN-LA-01233","Jharkhand","Bhojpur","11.88","Agricultural","Commercial","6","7","0","0","8.6","9.87","5","3","10.79","Rail","17","5","4","10.36","2","13.26"
"SYN-LA-01234","","Saran","3.44","Residential","Commercial","3","3","0","0","0.94","1.26","7","8","10.2","Industrial corridor","18","3","6","7.34","1","9.14"
"SYN-LA-01235","Jharkhand","Gaya","18.77","Forest buffer","Multi-crop","5","7","0","0","","8.62","4","4","","Water management","19","1","10","6.08","1","7.3"
"SYN-LA-01236","Jharkhand","Dhanbad","14.68","Industrial","Commercial","4","5","0","0","8.8","10.2","3","5","8.72","Road","20","2","10","7.47","1","8.18"
"SYN-LA-01237","Bihar","Saran","5.45","Forest buffer","Mixed use","2","4","0","0","3.72","4.14","5","3","5.98","Road","7","1","7","11.46","1","11.45"
"SYN-LA-01238","Bihar","Dhanbad","15.08","Forest buffer","Mixed use","2","3","0","0","11.5","15.73","7","3","0.55","Water management","7","4","7","8.83","1","11.41"
"SYN-LA-01239","Uttar Pradesh","Ranchi","3.15","Agricultural","Fallow","","4","0","0","1.4","1.64","2","9","8.65","Public utility","13","2","8","8.15","1","10.09"
"SYN-LA-01240","Bihar","Bhojpur","23.84","Residential","Residential","7","9","0","0","17.09","23.75","2","9","5.4","Industrial corridor","15","2","5","11.87","1","14.24"
"SYN-LA-01241","Uttar Pradesh","Patna","2","Commercial","Multi-crop","7","6","0","0","1.69","2.18","6","3","11.56","Industrial corridor","2","2","6","7.5","1","10.77"
"SYN-LA-01242","Jharkhand","Gaya","","Residential","Multi-crop","8","9","0","0","2.54","2.62","1","8","10.34","Road","6","4","4","11.4","2","14.36"
"SYN-LA-01243","Jharkhand","Bhagalpur","21.79","Agricultural","Fallow","2","3","0","0","6.17","7.05","8","7","9.65","Rail","6","","5","6.46","1","9.16"
"SYN-LA-01244","Uttar Pradesh","Gaya","14.89","Agricultural","Multi-crop","4","5","0","0","3.49","","8","6","9.08","Industrial corridor","","1","9","9.33","1","10.62"
"SYN-LA-01245","Bihar","Bhagalpur","12.32","Forest buffer","","2","3","0","0","6.73","7.6","9","2","6.42","Rail","20","","","9.86","1","10.21"
"SYN-LA-01246","Bihar","Patna","18.45","Industrial","Fallow","3","4","0","0","15.41","19.65","","7","0.52","Water management","10","4","5","11.23","1","14.18"
"","Bihar","Begusarai","21.91","Commercial","Fallow","8","10","0","0","12.52","14.61","1","10","10.79","Road","7","2","5","11.12","1","12.89"
"SYN-LA-01248","Uttar Pradesh","Vaishali","19.25","Forest buffer","Residential","2","3","0","0","11.4","12.65","5","2","10.14","Public utility","16","5","9","9.97","1","10.48"
"SYN-LA-01249","Uttar Pradesh","Vaishali","24.85","Commercial","Single-crop","1","2","0","0","11.92","14.98","6","10","7.31","Rail","","4","5","9.04","1","10.76"
"SYN-LA-01250","Uttar Pradesh","Bhagalpur","3.9","Agricultural","Commercial","1","1","","2","","1.2","0","5","","Industrial corridor","20","0","9","7.87","1","9.75"
"SYN-LA-01251","Jharkhand","Dhanbad","3.88","Forest buffer","Residential","4","5","0","0","2.33","3.04","8","2","8.42","","17","4","8","6.53","1","8.3"
"SYN-LA-01252","Jharkhand","Ranchi","17.64","Agricultural","Multi-crop","4","4","0","0","10.15","14.02","7","7","5.67","Rail","15","","7","11.82","1","12.2"
"SYN-LA-01253","Uttar Pradesh","Purnia","","Agricultural","Multi-crop","4","5","0","0","18.68","22.76","7","6","5.99","Public utility","4","1","8","5.9","1","7.18"
"SYN-LA-01254","Jharkhand","Patna","2.06","Industrial","Commercial","7","8","0","0","1.13","1.46","2","4","0.37","Water management","12","3","4","7.58","1","9.35"
"SYN-LA-01255","Bihar","","13.94","Residential","","3","5","0","0","5.16","5.34","1","10","7.36","Public utility","10","5","5","","1","16.65"
"SYN-LA-01256","Jharkhand","Muzaffarpur","","Industrial","Fallow","1","2","1","1","1.25","","3","4","2.34","Water management","19","3","5","8.27","1","14.43"
"SYN-LA-01257","Bihar","Patna","1.68","Forest buffer","","7","7","0","0","1.34","1.77","6","4","3.01","Industrial corridor","17","4","8","8.62","1","10.74"
"SYN-LA-01258","Uttar Pradesh","Bhagalpur","16.69","Agricultural","Commercial","4","6","0","0","6.45","9.02","6","6","7.97","Water management","12","3","5","8.37","1","11.18"
"SYN-LA-01259","Jharkhand","Begusarai","18","Industrial","Fallow","2","3","0","1","5.29","7.08","7","9","6.68","Water management","4","4","7","8.15","1","12.23"
"SYN-LA-01260","Bihar","Bhojpur","20.46","Industrial","Fallow","2","2","0","0","11.32","13.08","3","6","5.95","Public utility","13","1","6","8.86","0","11.21"
"SYN-LA-01261","Bihar","Patna","18.26","Industrial","Multi-crop","1","1","0","0","10.25","10.65","1","4","10.81","Rail","12","4","6","8.09","1","11.57"
"SYN-LA-01262","Jharkhand","","7.3","Forest buffer","Commercial","5","7","0","0","4.11","5.05","4","6","5.29","Public utility","2","2","10","11.62","1","11.62"
"SYN-LA-01263","Jharkhand","Saran","16.91","Commercial","Fallow","1","3","0","0","6.85","7.51","6","4","6.38","Water management","14","4","6","4.84","1","7.63"
"SYN-LA-01264","Jharkhand","Bhagalpur","23.04","Forest buffer","Fallow","4","6","0","0","17.04","","9","6","6.07","Public utility","6","3","8","6.9","1","7.01"
"SYN-LA-01265","Uttar Pradesh","Ranchi","8.49","Industrial","Fallow","8","10","1","0","5.35","","","9","9.95","Public utility","16","2","4","10.3","2","14.45"
"SYN-LA-01266","Uttar Pradesh","Saran","14.98","Agricultural","Commercial","6","8","0","0","5.1","6.08","5","7","2.52","Industrial corridor","13","3","4","10.71","1","14.7"
"SYN-LA-01267","Uttar Pradesh","Saran","19.42","Residential","Fallow","5","6","1","4","7.23","9.6","1","10","1.97","Public utility","10","3","5","17.09","2","22.82"
"SYN-LA-01268","Bihar","Vaishali","8.6","Residential","Multi-crop","8","","0","0","5.06","5.57","8","9","","Road","","4","3","11.55","2","15.97"
"SYN-LA-01269","Bihar","Bhojpur","6.67","Forest buffer","Multi-crop","8","9","0","1","4.56","4.89","","3","0.96","Industrial corridor","18","3","6","12.49","2","14.81"
"SYN-LA-01270","Bihar","Saran","2.62","Forest buffer","Fallow","2","","0","0","1.18","1.53","4","3","8.13","Industrial corridor","7","5","5","11.61","1","13.69"
"SYN-LA-01271","Uttar Pradesh","Muzaffarpur","3.17","Residential","Single-crop","2","4","0","0","1.37","1.72","1","","9.38","Industrial corridor","11","2","8","7.69","1","9.77"
"SYN-LA-01272","Jharkhand","Nalanda","18.71","Industrial","Commercial","3","2","1","4","14.12","17.08","3","","8.86","Water management","9","1","7","12.94","2","18.9"
"SYN-LA-01273","Bihar","Saran","15.59","Industrial","Single-crop","4","4","","0","3.04","3.93","6","8","","Public utility","7","1","7","12.57","1","13.74"
"SYN-LA-01274","Jharkhand","Muzaffarpur","7.4","Commercial","Fallow","6","8","0","1","4.57","5.54","2","8","11.67","Road","6","5","6","7.54","1","10.76"
"SYN-LA-01275","Jharkhand","Begusarai","24.62","Residential","Commercial","4","6","1","1","17.45","18.4","4","6","9.14","Water management","12","4","7","12.6","2","15.61"
"","Jharkhand","Begusarai","13.14","Agricultural","Commercial","3","5","0","1","9.76","10.67","5","4","0.23","Road","5","4","6","10.75","1","14.52"
"SYN-LA-01277","Jharkhand","Bhojpur","10.19","Forest buffer","Commercial","3","2","0","0","4.99","5.44","8","8","2.86","Water management","13","3","5","6.96","1","10.58"
"SYN-LA-01278","Jharkhand","Vaishali","23.65","Residential","Single-crop","6","8","1","3","10.94","13.65","3","8","7.36","Industrial corridor","9","3","5","10.24","2","17.73"
"SYN-LA-01279","Bihar","Dhanbad","15.2","Industrial","Mixed use","4","5","0","0","11.62","12.67","5","9","2.23","Rail","15","4","6","5.81","1","8.96"
"SYN-LA-01280","Uttar Pradesh","Bhojpur","19.42","","Commercial","2","3","0","0","5.41","6.59","3","","5.37","Road","18","1","6","11.95","1","13.78"
"SYN-LA-01281","Bihar","Purnia","15.79","Forest buffer","Multi-crop","5","7","0","0","10.72","13.12","4","7","9.01","Industrial corridor","","","6","7.9","1","11.94"
"SYN-LA-01282","Jharkhand","Patna","8.05","Residential","Single-crop","6","8","0","0","2.16","2.96","3","10","8.37","Industrial corridor","5","4","3","11.6","2","14.92"
"SYN-LA-01283","Bihar","Bhagalpur","17.57","Forest buffer","Fallow","1","0","0","0","12.62","17.51","10","2","0.59","Water management","15","1","7","3.94","1","6.71"
"SYN-LA-01284","Bihar","Saran","7.18","Forest buffer","Mixed use","7","7","0","0","3.62","4.7","5","2","6.98","Industrial corridor","6","5","6","12.66","2","14.8"
"SYN-LA-01285","Jharkhand","Begusarai","13.04","Commercial","","5","7","0","0","5.73","6.81","2","7","0.48","Water management","10","4","9","8.66","1","10.19"
